984.35	891.58	0	0.01	9.57	9.57	9.57	537.28	784.2	0	0.01	14.77	14.77	14.77
969.18	883.68	0	0.01	7.87	7.87	7.87	506.78	769.93	0	0.01	16.33	15.97	16.33
7.38	582.85	0	0.01	25.52	24.4	25.52	168.53	600.23	0	0.01	32.67	31.82	32.67
263.42	607.72	0	0.01	24.58	24.23	24.58	293.3	589.87	0	0.01	32.93	32.85	32.93
631.85	606.87	0	0.01	19.47	19.08	19.47	401.37	598.08	0	0.01	79.5	63.64	79.5
598.53	598.42	0	0.01	19.6	19.55	19.6	351.87	643.68	0	0.01	42.67	39.4	42.67
747.83	610.45	0	0.01	18.68	18.68	18.68	276.45	646.23	0	0.01	34.95	34.02	34.95
120.93	588.62	0	0.01	20.72	20.05	20.72	31.87	612.85	0	0.01	28.12	27.33	28.12
38.6	583.88	0	0.01	21.08	20.78	21.08	159.36	674.5	0	0.01	31.32	31.32	31.32
309.08	595.35	0	0.01	24.58	24.58	24.58	355.45	749.38	0	0.01	32.45	32.45	32.45
348.95	582.55	0	0.01	21.78	21.78	21.78	449.48	714.78	0	0.01	31.8	31.6	31.8
199.62	575.83	0	0.01	19.58	19.58	19.58	512.92	647.38	0	0.01	37.67	36.37	37.67
13.48	608.37	0	0.01	18.27	17.67	18.27	93.56	672.54	0	0.01	30.27	29.55	30.27
87.8	610.48	0	0.01	19.18	18.58	19.18	159.88	828.03	0	0.01	31.47	31.12	31.47
116.1	564.21	0	0.01	20.25	19.67	20.25	426.53	686.45	0	0.01	30.4	28.94	30.4
211.86	606.34	0	0.01	20.42	20	20.42	324.53	647.15	0	0.01	26.82	26.02	26.82
407.47	602.68	0	0.01	17.53	17.53	17.53	299.23	693.85	0	0.01	34.65	31.47	34.65
13.47	599.43	0	0.01	21.92	21.92	21.92	75.11	606.81	0	0.01	29.5	28.95	29.5
21.38	635.48	0	0.01	29.47	29.47	29.47	45.33	677.1	0	0.01	30.83	29.85	30.83
24.38	593.82	0	0.01	17.43	17.43	17.43	141.63	700.6	0	0.01	33.95	32.52	33.95
93.1	625.43	0	0.01	15.95	15.95	15.95	429.25	647.8	0	0.01	36.18	35.58	36.18
98.37	598.87	0	0.01	23.18	22.12	23.18	733.65	664.43	0	0.01	34.65	34.65	34.65
52.57	607.22	0	0.01	21.35	20.65	21.35	0	595.53	0	0.01	34.65	34.65	34.65
49.53	613.02	0	0.01	20.65	20.65	20.65	17.04	611.27	0	0.01	27.88	27.88	27.88
53.07	617.78	0	0.01	19.97	19.67	19.97	16.17	639.62	0	0.01	32.03	31.06	32.03
182.33	607.28	0	0.01	28.13	23.87	28.13	129.53	619.48	0	0.01	35.48	34.03	35.48
256.8	585.13	0	0.01	17.9	17.37	17.9	377.48	616.53	0	0.01	33.87	32.97	33.87
29.17	629.7	0	0.01	25.48	25.4	25.48	35.75	597.35	0	0.01	24.58	24.58	24.58
1.96	680.21	0	0.01	26.87	26.65	26.87	496.9	688.73	0	0.01	27.4	26.2	27.4
27.23	607.86	0	0.01	26	25.95	26	916.4	751.27	0	0.01	28.3	28.3	28.3
203.65	596.95	0	0.01	26.25	26.25	26.25	1148.98	791.07	0	0.01	33.52	33.12	33.52
600.85	604.82	0	0.01	24.42	24.42	24.42	1183.12	741.27	0	0.01	29.92	29.92	29.9
523.33	1040.05	0	0.01	15.82	15.28	15.82	588.3	823.57	0	0.01	17.23	16.73	17.23
653.42	1068.58	0	0.01	14.87	12.6	14.87	721.72	832.32	0	0.01	16.37	16.37	16.37
641.56	1101.38	0	0.01	10.17	9	10.17	728.85	841.88	0	0.01	12.1	12.1	12.1
588.67	1091.08	0	0.01	10.37	10.18	10.37	659	871.95	0	0.01	17.18	17.18	17.18
583.6	1116.42	0	0.01	11.43	10.45	11.43	645.27	903.65	0	0.01	14.98	14.98	14.98
87.07	623.27	0	0.01	24.52	23.53	24.52	3.52	605.3	0	0.01	24.47	24.47	24.47
287.5	644.1	0	0.01	19.06	18.08	19.06	45.5	622.45	0	0.01	34.73	34.5	34.73
482.7	654.67	0	0.01	17.67	17.63	17.67	83.63	588.52	0	0.01	33.43	32.33	33.43
547.83	643.6	0	0.01	19.03	19.03	19.03	124.16	609.63	0	0.01	28.67	28.4	28.67
579.93	661.72	0	0.01	16.67	16.67	16.67	95.65	620.78	0	0.01	31.47	30.85	31.47
164.15	650.43	0	0.01	15.57	15.57	15.57	38.25	606.22	0	0.01	29.72	29.13	29.72
476.42	633.97	0	0.01	14.3	14.3	14.3	29.55	616.15	0	0.01	26.62	25.87	26.62
450.45	632.37	0	0.01	17.28	16.65	17.28	9.32	606.53	0	0.01	23.6	23.6	23.6
296.18	625.47	0	0.01	21.92	19.95	21.92	9.35	586.1	0	0.01	20.8	19.73	20.8
148.78	633.68	0	0.01	15.67	15.27	15.67	2.4	577.32	0	0.01	24.28	23.75	24.28
4.08	654.27	0	0.01	18.8	18.18	18.8	154.53	593.65	0	0.01	20.57	20.57	20.57
62.48	616.23	0	0.01	16.46	16.34	16.46	384.2	585.84	0	0.01	35.77	33.22	35.77
441.73	620.27	0	0.01	16.23	16.23	16.23	711.02	615.58	0	0.01	28.5	26.75	28.5
497.73	625.33	0	0.01	17.57	17.57	17.57	513.27	618.47	0	0.01	18.85	18.85	18.85
506.15	615.48	0	0.01	20.65	20.65	20.65	361.37	595.5	0	0.01	23.62	22.52	23.62
13.23	630.8	0	0.01	18.9	18.68	18.9	104.58	577.96	0	0.01	37.53	37.2	37.53
4.44	697.29	0	0.01	20.75	20.38	20.75	138.22	575.11	0	0.01	19.84	19.45	19.84
11.3	683.92	0	0.01	19.77	19.77	19.77	425.7	573.09	0	0.01	19.48	19.48	19.48
62.44	639.51	0	0.01	15.17	15.12	15.17	509.78	590.3	0	0.01	18.1	18.1	18.1
320.24	625.37	0	0.01	19.7	19.38	19.7	570.18	595.38	0	0.01	22.41	22.41	22.41
32.28	675.18	0	0.01	20.52	20.52	20.52	331.1	603.05	0	0.01	22.83	22.83	22.83
112.28	679.68	0	0.01	20.12	20.12	20.12	281.64	578.43	0	0.01	15.88	15.62	15.88
508.4	771.55	0	0.01	18.28	18.17	18.28	246.37	581.38	0	0.01	17.75	16.95	17.75
511.83	691.92	0	0.01	24.72	24.43	24.72	450.34	578.59	0	0.01	21.13	20.63	21.13
551.03	678.7	0	0.01	23.6	22.83	23.6	629.68	587.9	0	0.01	19.67	18.67	19.67
34.45	703.88	0	0.01	32.7	31.07	32.7	256.64	621.55	0	0.01	25.27	25.27	25.27
83.55	721.22	0	0.01	33.72	33.72	33.72	404.58	636.8	0	0.01	24.57	24.57	24.57
256.05	718.68	0	0.01	36.38	36.38	36.38	508.35	599.43	0	0.01	24.43	22.97	24.43
381.32	715.73	0	0.01	31.63	30.57	31.63	778.22	591.68	0	0.01	21.31	19.38	21.31
427.47	705.31	0	0.01	30.63	30.63	30.63	698.32	616.62	0	0.01	20.43	19.8	20.43
302.67	1135.17	0	0.01	10.43	9.65	10.43	718.7	1716.82	0	0.01	8.27	8.27	8.27
329.47	1091.75	0	0.01	13.75	11.63	13.75	944.62	1739.55	0	0.01	11.67	11.27	11.67
319.97	1092.78	0	0.01	10.55	9.83	10.55	970.87	1749.31	0	0.01	13.37	12.67	13.37
296.37	1098.58	0	0.01	9.5	9.5	9.5	945.96	1780.15	0	0.01	10.25	9.27	10.25
274.73	1114.58	0	0.01	6.67	5.9	6.67	988.5	1770.15	0	0.01	12.58	11.13	12.58
17.12	651.05	0	0.01	32.1	31.9	32.1	99.97	675.87	0	0.01	49.6	49.6	49.6
135.95	676.35	0	0.01	38.17	37.4	38.17	136.7	665.02	0	0.01	45.55	45.55	45.55
257.87	669.83	0	0.01	34.35	34.28	34.35	118.8	671.45	0	0.01	43.92	43.12	43.92
295.7	666	0	0.01	31.02	30.66	31.02	118.05	658.88	0	0.01	43.9	43.9	43.9
273.52	664.7	0	0.01	28.4	28.4	28.4	166.81	645.64	0	0.01	44.5	43.9	44.5
10.45	664.58	0	0.01	32.87	32.87	32.87	5.27	702.68	0	0.01	42.18	40.58	42.18
45.65	669.28	0	0.01	33.47	33.47	33.47	88.97	684.65	0	0.01	38.85	38.12	38.85
103.22	671.88	0	0.01	34.1	32.8	34.1	204.95	668.25	0	0.01	37.27	35.3	37.27
174.62	676.15	0	0.01	31.83	30.4	31.83	234.15	645.58	0	0.01	43.7	43.2	43.7
177.42	636.95	0	0.01	41.4	41.4	41.4	210.57	638.42	0	0.01	42.42	42.42	42.42
12.22	682.93	0	0.01	32.57	31.68	32.57	63.42	672.75	0	0.01	42.05	40.95	42.05
67.25	679.2	0	0.01	39.78	39.08	39.78	150.22	665.88	0	0.01	49.38	48.18	49.38
187.02	675.53	0	0.01	37.38	36.88	37.38	221.72	646.25	0	0.01	51.13	50.48	51.13
160.92	698.92	0	0.01	33.98	33.32	33.98	354.65	675.15	0	0.01	51.13	48.18	51.13
133.32	669.78	0	0.01	39.18	38.38	39.18	287	651.88	0	0.01	52.62	50.87	52.62
12.97	703.63	0	0.01	38.28	38.28	38.28	236.98	649.18	0	0.01	48.72	46.62	48.72
77.06	695.5	0	0.01	38.62	38.62	38.62	287	657.2	0	0.01	45.35	43.85	45.35
186.22	686.87	0	0.01	41.95	40.93	41.95	350.2	687.6	0	0.01	43.02	43.02	43.02
226.35	687.5	0	0.01	47.28	45.57	47.28	164.47	620.53	0	0.01	51.53	50.78	51.53
218.7	669.68	0	0.01	39.62	38.85	39.62	85.03	648.33	0	0.01	49.67	49.15	49.67
2.25	690.47	0	0.01	40.37	40.37	40.37	236.98	649.18	0	0.01	48.72	46.62	48.72
27.65	731.25	0	0.01	37.37	36.15	37.37	287	657.2	0	0.01	45.35	43.85	45.35
87.48	743.02	0	0.01	35.97	35.25	35.97	350.2	687.6	0	0.01	43.02	43.02	43.02
177.83	735.68	0	0.01	41.68	39.77	41.68	164.47	620.53	0	0.01	51.53	50.78	51.53
235.5	712.25	0	0.01	41.45	40.23	41.45	85.03	648.33	0	0.01	49.67	49.15	49.67
12.2	673.22	0	0.01	44.2	41.71	44.2	12.68	678.88	0	0.01	46.57	46.57	46.57
11.95	707.82	0	0.01	41.92	41.52	41.92	89.27	666.82	0	0.01	45.97	45.97	45.97
35.85	702.18	0	0.01	40.42	40.22	40.42	207.9	682.65	0	0.01	46.87	46.47	46.87
110.52	682.92	0	0.01	39.45	38.98	39.45	251.98	665.48	0	0.01	51.57	51	51.57
170.75	696.55	0	0.01	41.68	41.15	41.68	394.72	699.05	0	0.01	55.07	53.1	55.07
431.25	991.75	0	0.01	15.22	14.63	15.22	572.77	1104.02	0	0.01	4.28	3.93	4.28
407.43	978.3	0	0.01	11.55	11.55	11.55	541.93	1043.45	0	0.01	5.5	5.5	5.5
418.53	985.47	0	0.01	11.22	10.82	11.22	531.77	1022.05	0	0.01	5.9	5.9	5.9
406.52	982.52	0	0.01	9.97	9.97	9.97	504.57	1030.17	0	0.01	5.87	5.53	5.87
355.25	966.58	0	0.01	12.93	12.93	12.93	513.71	1011.62	0	0.01	4.93	4.93	4.93
41.37	650.82	0	0.01	12.1	11.7	12.1	18.61	608.2	0	0.01	22.34	22.34	22.34
159.97	650.55	0	0.01	9.88	9.88	9.88	3.38	576.68	0	0.01	19.38	19.38	19.38
187.18	653.25	0	0.01	13.2	13.2	13.2	16.25	597.75	0	0.01	24.15	24.15	24.15
156.68	620.72	0	0.01	12.67	12.67	12.67	38.37	597.7	0	0.01	25.67	24.63	25.67
140	652.1	0	0.01	7.62	7.62	7.62	14.17	582.17	0	0.01	26.07	24.77	26.07
80.07	690.35	0	0.01	17.95	16.75	17.95	3.47	541.93	0	0.01	26.9	26.9	26.9
409.23	705.25	0	0.01	8.85	8.85	8.85	3.5	600.03	0	0.01	22.53	22.53	22.53
442.75	674	0	0.01	9.38	9.38	9.38	43.85	587.7	0	0.01	19.42	19.42	19.42
459.1	647.33	0	0.01	12.88	12.48	12.88	116.08	599.43	0	0.01	20.65	20.65	20.65
480.75	654.18	0	0.01	8.88	8.88	8.88	148.35	595.62	0	0.01	23.05	22.25	23.05
171.95	668.78	0	0.01	5.88	5.88	5.88	124.87	649.65	0	0.01	17.38	16.4	17.38
217.72	674.52	0	0.01	7.95	7.95	7.95	118.82	598.8	0	0.01	21.52	20.85	21.52
351.12	674.75	0	0.01	5.89	5.89	5.89	110.48	595.85	0	0.01	26.58	26.58	26.58
405.05	684.02	0	0.01	6.52	6.52	6.52	116.44	604.55	0	0.01	30.72	30.72	30.72
383.02	642.43	0	0.01	11.57	11.57	11.57	60.34	578.87	0	0.01	24.35	24.35	24.35
0	685.22	0	0.01	12.02	12.02	12.02	57.92	731.76	0	0.01	26	26	26
26.44	665.75	0	0.01	15.15	14.58	15.15	50.88	655.53	0	0.01	24.22	24.22	24.22
81.93	677.52	0	0.01	13.98	13.35	13.98	74.28	602.6	0	0.01	28.28	28.08	28.28
238.69	646.11	0	0.01	12.73	12.73	12.73	80.65	586.3	0	0.01	28.82	28.82	28.82
183.16	642.05	0	0.01	11.15	11.15	11.15	70.65	611.33	0	0.01	32.58	32.58	32.58
10.17	639.23	0	0.01	13.35	13.35	13.35	37.78	658.95	0	0.01	19.35	19.35	19.35
21.1	658.58	0	0.01	14.18	14.18	14.18	139.42	635.05	0	0.01	27.22	27.22	27.22
347.27	656.35	0	0.01	17.18	17.18	17.18	300.55	613.17	0	0.01	27.1	27.1	27.1
621.65	624.37	0	0.01	13.33	13.33	13.33	380.15	589.83	0	0.01	33.3	32.1	33.3
453.18	635.03	0	0.01	16.69	16.69	16.69	445.27	602.53	0	0.01	30.63	30.63	30.63
7.74	640.85	0	0.01	10.83	10.83	10.83	64.28	685.52	0	0.01	41.53	39.33	41.53
46.22	685.28	0	0.01	12.98	12.98	12.98	101.75	671.82	0	0.01	33.6	32.23	33.6
250.46	758.46	0	0.01	24.58	24.58	24.58	197.73	659.07	0	0.01	29.68	29.55	29.68
407.47	688.95	0	0.01	21.83	21.43	21.83	209.8	631.5	0	0.01	31.91	31.91	31.91
550.2	673.38	0	0.01	23.93	23.67	23.93	214.67	637.65	0	0.01	30.57	30.52	30.57
